FPS|deltaTimeS|renderingMode|numTris|numDrawCalls|objectCount
124.6261|0.008024001|instanced|1794970|17|1
142.6087|0.007012195|instanced|1794970|17|1
94.0415|0.0106336|instanced|1436362|17|1
96.90863|0.010319|instanced|1794970|17|1
110.7763|0.009027204|instanced|1436362|16|1
85.15276|0.0117436|instanced|1794970|17|1
79.75436|0.0125385|instanced|1794970|17|1
98.35942|0.01016679|instanced|1794970|16|1
133.8544|0.007470805|instanced|1794970|17|1
128.7813|0.007765101|instanced|1794970|17|1
93.7058|0.0106717|instanced|1794970|17|1
125.4296|0.007972598|instanced|1794970|17|1
135.7625|0.007365802|instanced|1794970|17|1
111.566|0.008963301|instanced|1794970|17|1
93.79897|0.0106611|instanced|1794970|17|1
123.9818|0.008065703|instanced|1794970|17|1
133.9998|0.007462699|instanced|1794970|17|1
93.50073|0.0106951|instanced|1794970|17|1
78.8594|0.0126808|instanced|1794970|17|1
117.0494|0.008543403|instanced|1794970|17|1
151.4716|0.006601899|instanced|1794970|17|1
119.2734|0.008384098|instanced|1794970|17|1
111.8856|0.008937699|instanced|1794970|17|1
98.23467|0.0101797|instanced|1794970|17|1
121.7894|0.008210898|instanced|1794970|17|1
65.12623|0.0153548|instanced|1794970|17|1
105.6569|0.009464597|instanced|1794970|17|1
97.34348|0.0102729|instanced|1794970|17|1
86.58083|0.0115499|instanced|1794970|17|1
67.68372|0.0147746|instanced|1794970|17|1
96.66039|0.0103455|instanced|1794970|17|1
111.8506|0.008940497|instanced|1794970|17|1
104.1613|0.009600496|instanced|1794970|17|1
72.45796|0.01380111|instanced|1794970|17|1
69.10709|0.0144703|instanced|1794970|17|1
70.4146|0.0142016|instanced|1794970|17|1
80.41557|0.0124354|instanced|1794970|17|1
70.00056|0.0142856|instanced|1794970|17|1
55.08672|0.0181532|instanced|1794970|17|1
87.11181|0.0114795|instanced|1794970|17|1
87.16039|0.0114731|instanced|1794970|17|1
89.59607|0.0111612|instanced|1436362|16|1
70.19073|0.0142469|instanced|1436362|16|1
102.2558|0.0097794|instanced|1794970|17|1
143.7339|0.006957299|instanced|1794970|17|1
102.663|0.009740604|instanced|1436362|16|1
74.65694|0.0133946|instanced|1794970|17|1
108.6142|0.009206902|instanced|1794970|17|1
116.6712|0.008571096|instanced|1794970|17|1
138.4102|0.007224901|instanced|1794970|17|1
130.5431|0.007660303|instanced|1794970|17|1
108.183|0.009243594|instanced|1794970|17|1
105.6122|0.009468601|instanced|1794970|17|1
104.0388|0.009611798|instanced|1794970|17|1
101.351|0.009866702|instanced|1794970|17|1
108.2473|0.009238102|instanced|1794970|17|1
105.9805|0.0094357|instanced|1794970|17|1
91.8966|0.0108818|instanced|1794970|17|1
115.7594|0.008638605|instanced|1794970|17|1
98.13159|0.0101904|instanced|1794970|17|1
121.196|0.008251098|instanced|1794970|17|1
107.9622|0.0092625|instanced|1794970|17|1
111.5585|0.008963903|instanced|1794970|17|1
110.0401|0.009087599|instanced|1794970|17|1
111.8256|0.008942496|instanced|1794970|17|1
107.2616|0.009323002|instanced|1794970|17|1
89.62578|0.0111575|instanced|1794970|17|1
138.6828|0.0072107|instanced|1794970|17|1
108.045|0.0092554|instanced|1794970|17|1
111.3499|0.008980697|instanced|1794970|17|1
99.42929|0.0100574|instanced|1794970|17|1
74.09547|0.0134961|instanced|1794970|17|1
120.9717|0.008266398|instanced|1794970|17|1
123.2984|0.008110402|instanced|1794970|16|1
117.7108|0.008495401|instanced|1794970|17|1
133.2606|0.007504096|instanced|1794970|17|1
109.8201|0.009105803|instanced|1794970|16|1
111.8118|0.008943602|instanced|1794970|17|1
117.0097|0.008546301|instanced|1794970|17|1
105.0818|0.009516397|instanced|1794970|17|1
92.58488|0.0108009|instanced|1794970|17|1
111.9383|0.008933497|instanced|1794970|17|1
102.5609|0.009750305|instanced|1794970|17|1
97.94898|0.0102094|instanced|1794970|17|1
82.9187|0.01206001|instanced|1794970|17|1
113.425|0.008816398|instanced|1794970|17|1
111.2038|0.008992496|instanced|1794970|17|1
96.0836|0.0104076|instanced|1794970|17|1
110.0195|0.009089299|instanced|1794970|17|1
115.039|0.008692701|instanced|1436362|16|1
90.73589|0.011021|instanced|1794970|17|1
132.0829|0.007571003|instanced|1794970|17|1
126.3983|0.007911501|instanced|1794970|17|1
90.29918|0.0110743|instanced|1794970|17|1
95.05431|0.0105203|instanced|1436362|16|1
84.224|0.0118731|instanced|1436362|16|1
136.3104|0.007336196|instanced|1794970|17|1
154.3901|0.006477098|instanced|1794970|17|1
116.4225|0.008589406|instanced|1794970|17|1
91.84343|0.0108881|instanced|1794970|17|1
95.46811|0.0104747|instanced|1794970|17|1
97.21667|0.0102863|instanced|1794970|17|1
141.5929|0.0070625|instanced|1794970|17|1
111.5935|0.008961097|instanced|1794970|17|1
119.8481|0.008343899|instanced|1794970|17|1
99.58871|0.0100413|instanced|1794970|17|1
81.01754|0.01234301|instanced|1794970|17|1
117.243|0.008529294|instanced|1794970|17|1
111.3399|0.008981505|instanced|1794970|17|1
117.2759|0.008526899|instanced|1794970|17|1
106.8821|0.009356101|instanced|1436362|17|1
100.6138|0.009938995|instanced|1794970|17|1
119.2335|0.008386904|instanced|1794970|17|1
133.8671|0.007470096|instanced|1794970|17|1
95.2018|0.010504|instanced|1794970|17|1
123.3046|0.008109999|instanced|1794970|17|1
140.8908|0.007097697|instanced|1794970|17|1
125.3353|0.0079786|instanced|1794970|17|1
83.75909|0.011939|instanced|1794970|17|1
109.3016|0.009149001|instanced|1794970|17|1
122.9529|0.008133199|instanced|1794970|17|1
128.3977|0.007788301|instanced|1794970|17|1
84.8054|0.0117917|instanced|1794970|17|1
119.7634|0.008349795|instanced|1794970|17|1
116.2641|0.008601106|instanced|1794970|17|1
135.1973|0.007396599|instanced|1794970|17|1
89.16628|0.011215|instanced|1794970|17|1
83.22653|0.0120154|instanced|1436362|16|1
87.9964|0.0113641|instanced|1794970|17|1
126.9213|0.007878898|instanced|1794970|17|1
105.2465|0.009501502|instanced|1794970|17|1
126.5823|0.0079|instanced|1794970|17|1
126.4558|0.007907901|instanced|1794970|17|1
147.5885|0.006775595|instanced|1794970|17|1
101.5311|0.009849199|instanced|1794970|17|1
95.97937|0.01041891|instanced|1794970|17|1
101.8133|0.009821896|instanced|1794970|17|1
120.824|0.008276503|instanced|1794970|17|1
133.588|0.0074857|instanced|1794970|17|1
80.34387|0.0124465|instanced|1794970|17|1
82.88714|0.0120646|instanced|1794970|17|1
91.89062|0.0108825|instanced|1794970|17|1
114.7909|0.008711494|instanced|1436362|17|1
114.7421|0.0087152|instanced|1794970|17|1
132.7298|0.007534106|instanced|1794970|17|1
159.4719|0.006270699|instanced|1794970|17|1
151.7865|0.006588202|instanced|1794970|17|1
147.7848|0.006766596|instanced|1794970|16|1
113.8965|0.008779904|instanced|1794970|16|1
95.90578|0.0104269|instanced|1794970|17|1
113.1824|0.008835296|instanced|1794970|17|1
81.5807|0.0122578|instanced|1794970|17|1
96.00705|0.0104159|instanced|1794970|17|1
88.77917|0.0112639|instanced|1794970|17|1
119.3532|0.008378494|instanced|1794970|17|1
151.692|0.006592304|instanced|1794970|17|1
120.2025|0.008319296|instanced|1794970|17|1
116.5514|0.008579903|instanced|1794970|17|1
125.7719|0.0079509|instanced|1794970|17|1
138.133|0.007239399|instanced|1794970|17|1
137.9538|0.007248803|instanced|1794970|17|1
99.93903|0.0100061|instanced|1794970|17|1
108.6709|0.009202098|instanced|1794970|17|1
141.8722|0.007048597|instanced|1794970|17|1
142.3103|0.007026899|instanced|1794970|17|1
117.0768|0.008541404|instanced|1794970|17|1
114.0056|0.0087715|instanced|1794970|17|1
103.7581|0.009637797|instanced|1794970|17|1
134.0968|0.007457299|instanced|1794970|17|1
113.5087|0.008809899|instanced|1794970|17|1
120.5937|0.008292304|instanced|1794970|17|1
113.0378|0.008846599|instanced|1794970|17|1
120.0048|0.008333|instanced|1794970|17|1
101.461|0.009856002|instanced|1794970|17|1
126.9841|0.007875|instanced|1794970|17|1
119.6817|0.008355499|instanced|1794970|17|1
122.7612|0.008145897|instanced|1794970|17|1
114.0771|0.008766|instanced|1794970|17|1
101.9243|0.009811203|instanced|1794970|17|1
43.02482|0.0232424|instanced|1794970|17|1
128.989|0.007752601|instanced|1794970|17|1
157.8407|0.006335502|instanced|1794970|17|1
139.1092|0.007188598|instanced|1794970|17|1
106.4306|0.009395798|instanced|1794970|17|1
97.91922|0.0102125|instanced|1794970|17|1
127.9296|0.007816801|instanced|1794970|17|1
161.384|0.0061964|instanced|1794970|17|1
91.35169|0.01094671|instanced|1794970|17|1
107.904|0.009267496|instanced|1794970|17|1
