deltaTimeS|cameraDistance|lod_level
0.005504599|3.572933|0
0.004763102|3.603699|0
0.0059902|3.630992|0
0.0065866|3.666374|0
0.005016702|3.706563|0
0.006756193|3.737922|0
0.005505102|3.781507|0
0.005512401|3.817926|0
0.007338202|3.8553|0
0.005789902|3.906652|0
0.006126998|3.948177|0
0.007233|3.993242|0
0.005164895|4.048006|0
0.007721004|4.087918|0
0.005630697|4.149364|0
0.005268601|4.195134|0
0.005518899|4.238798|0
0.005184205|4.285454|0
0.0052911|4.330092|0
0.007441298|4.376496|0
0.005335899|4.443422|0
0.005841405|4.492279|0
0.0055509|4.546796|0
0.005324794|4.599536|0
0.006018105|4.650988|0
0.0072696|4.70965|0
0.007402097|4.780561|0
0.005710403|4.851214|0
0.005192397|4.904799|1
0.006229401|4.952755|1
0.006628798|5.009181|1
0.006004004|5.067965|1
0.006238995|5.120176|1
0.007196705|5.173311|1
0.007050199|5.233109|1
0.0055723|5.290257|1
0.0049884|5.334528|1
0.0048875|5.37344|1
0.008829401|5.410873|1
0.007019097|5.476227|1
0.006616901|5.526751|1
0.007132001|5.573105|1
0.008868601|5.621584|1
0.007321896|5.679569|1
0.005147399|5.725876|1
0.006408801|5.757656|1
0.005312904|5.796021|1
0.004780796|5.826999|1
0.007267403|5.854204|1
0.005564095|5.894008|1
0.005891305|5.923574|1
0.006189796|5.95386|1
0.004969303|5.984553|1
0.006560502|6.008468|1
0.007974299|6.038774|1
0.004780598|6.073738|1
0.0064|6.094026|1
0.006691702|6.119979|1
0.005438598|6.145795|1
0.006742|6.165905|1
0.006076601|6.189492|1
0.006367099|6.209662|1
0.005987401|6.2296|1
0.005150999|6.247289|1
0.005149001|6.261724|1
0.006576601|6.27537|1
0.005946797|6.291521|1
0.005291504|6.30508|1
0.0060036|6.316318|1
0.005866|6.328001|1
0.006011799|6.3384|1
0.0068491|6.347988|1
0.006822399|6.357523|1
0.0053911|6.365644|1
0.006389201|6.371202|1
0.005083801|6.376581|1
0.004670097|6.380095|1
0.006328104|6.382679|1
0.007239498|6.384995|1
0.005575801|6.386092|1
0.005928401|6.386092|1
0.004913598|6.386092|1
0.005777296|6.386092|1
0.007137103|6.386092|1
0.005511997|6.386092|1
0.006013202|6.386092|1
0.006220103|6.386092|1
0.005063301|6.386092|1
0.005855095|6.386092|1
0.007286203|6.386092|1
0.0060572|6.386092|1
0.005271202|6.386092|1
0.006349695|6.386092|1
0.005021202|6.386092|1
0.004979599|6.386092|1
0.006801099|6.386092|1
0.006174405|6.386092|1
0.004963697|6.386092|1
0.005915504|6.386092|1
0.005595997|6.386092|1
0.004649603|6.386092|1
0.008308|6.386092|1
0.007449199|6.386092|1
0.006687401|6.386092|1
0.005342099|6.386092|1
0.0059464|6.386092|1
0.0064893|6.386092|1
0.006425298|6.386092|1
0.005912798|6.386092|1
0.005704606|6.386092|1
0.005130399|6.386092|1
0.005448498|6.386092|1
0.007418998|6.386092|1
0.005531399|6.386092|1
0.005684899|6.386092|1
0.005626906|6.386092|1
0.005482596|6.386092|1
0.0048911|6.386092|1
0.0070982|6.386092|1
0.005926502|6.386092|1
0.005187699|6.386092|1
0.0063795|6.386092|1
0.005284503|6.386092|1
0.005496896|6.386092|1
0.006533702|6.386092|1
0.005626297|6.386092|1
0.005212103|6.386092|1
0.006257001|6.386092|1
0.004857398|6.386092|1
0.0053402|6.386092|1
0.006622002|6.386092|1
0.006172796|6.386092|1
0.005804103|6.386092|1
0.007078097|6.386092|1
0.0055384|6.386092|1
0.005943403|6.386092|1
0.0062714|6.386092|1
0.006295798|6.386092|1
0.004946202|6.386092|1
0.006676502|6.386092|1
0.005429797|6.386092|1
0.0132602|6.386092|1
0.0056295|6.386092|1
0.005753203|6.386092|1
0.005642999|6.386092|1
0.004764604|6.386092|1
0.005186699|6.386092|1
0.006460495|6.386092|1
0.005956002|6.386092|1
0.0048929|6.386092|1
0.005863705|6.386092|1
0.005244593|6.386092|1
0.005128302|6.386092|1
0.006914704|6.386092|1
0.006367099|6.386092|1
0.005367602|6.386092|1
0.0066482|6.386092|1
0.005729096|6.386092|1
0.005541702|6.386092|1
0.006875397|6.386092|1
0.006387004|6.386092|1
0.004967297|6.386092|1
0.006544303|6.386092|1
0.006133999|6.386092|1
0.005455697|6.386092|1
0.007038598|6.386092|1
0.0053179|6.386092|1
0.005765802|6.386092|1
0.006566603|6.386092|1
0.005139697|6.386092|1
0.006333702|6.386092|1
0.006251701|6.386092|1
0.005157802|6.386092|1
0.0072884|6.386092|1
0.005159495|6.386092|1
0.004817801|6.386092|1
0.0069107|6.386092|1
0.007247598|6.386092|1
0.006059106|6.386092|1
0.005533596|6.386092|1
0.005727799|6.386092|1
0.005869204|6.386092|1
0.006898802|6.386092|1
0.005367694|6.386092|1
0.005814505|6.386092|1
0.005122598|6.386092|1
0.006630201|6.386092|1
0.006252395|6.386092|1
0.005370904|6.386092|1
0.005134297|6.386092|1
0.007375701|6.386092|1
0.006689498|6.386092|1
0.005050999|6.386092|1
0.007017701|6.386092|1
0.006403203|6.386092|1
0.005319295|6.386092|1
0.0071839|6.386092|1
0.005868006|6.386092|1
0.004959198|6.386092|1
0.006235998|6.386092|1
0.005136799|6.386092|1
0.005343502|6.386092|1
0.007045904|6.386092|1
0.006792297|6.386092|1
0.0050821|6.386092|1
0.0061348|6.386092|1
0.0054438|6.386092|1
0.005172499|6.386092|1
0.006158404|6.386092|1
0.006201694|6.386092|1
0.005175602|6.386092|1
0.005916298|6.386092|1
0.005129904|6.386092|1
0.005209396|6.386092|1
0.007268601|6.386092|1
0.006772499|6.386092|1
0.005063003|6.386092|1
0.007183702|6.386092|1
0.0050589|6.386092|1
0.005922895|6.386092|1
0.006944501|6.386092|1
0.005559304|6.386092|1
0.004755995|6.386092|1
0.006648803|6.386092|1
0.006512302|6.386092|1
0.005148101|6.386092|1
0.006891496|6.386092|1
0.005332802|6.386092|1
0.005184396|6.386092|1
0.006130499|6.386092|1
0.006238202|6.386092|1
0.0056902|6.386092|1
0.007928401|6.386092|1
0.005747102|6.386092|1
0.006071095|6.386092|1
0.005879301|6.386092|1
0.004945302|6.386092|1
0.004882497|6.386092|1
0.006359304|6.386092|1
0.006797796|6.386092|1
0.004967304|6.386092|1
0.006967297|6.386092|1
0.005788301|6.386092|1
0.005419303|6.386092|1
0.007110998|6.386092|1
0.005669799|6.386092|1
0.004992198|6.386092|1
0.006171301|6.386092|1
0.0064571|6.386092|1
0.0057027|6.386092|1
0.007108198|6.386092|1
0.005634602|6.386092|1
0.004834304|6.386092|1
0.006068594|6.386092|1
0.005870103|6.386092|1
0.0052107|6.386092|1
0.006736196|6.386092|1
0.005837004|6.386092|1
0.006210403|6.386092|1
0.006725496|6.386092|1
0.004685898|6.386092|1
0.004801304|6.386092|1
0.006238095|6.386092|1
0.006003706|6.386092|1
0.005444997|6.386092|1
0.006109899|6.386092|1
0.005205598|6.386092|1
0.0048553|6.386092|1
0.007331101|6.386092|1
0.007135799|6.386092|1
0.005378798|6.386092|1
0.007282207|6.386092|1
0.005483|6.386092|1
0.005767|6.386092|1
0.0075143|6.386092|1
0.0065607|6.386092|1
0.005862394|6.386092|1
0.005153401|6.386092|1
0.005252402|6.386092|1
0.005865901|6.386092|1
0.0065848|6.386092|1
0.004923101|6.386092|1
0.0059482|6.386092|1
0.006870295|6.386092|1
0.004992404|6.386092|1
0.005220996|6.386092|1
0.007741405|6.386092|1
0.0071321|6.386092|1
0.008167|6.386092|1
0.005914094|6.386092|1
0.007427303|6.386092|1
0.006125602|6.386092|1
0.005119296|6.386092|1
0.006372102|6.386092|1
0.005661501|6.386092|1
0.005632497|6.386092|1
0.006249504|6.386092|1
0.0050107|6.386092|1
0.005140902|6.386092|1
0.006581994|6.386092|1
0.005713102|6.386092|1
0.0052321|6.386092|1
0.005754698|6.386092|1
0.005209503|6.386092|1
0.005646499|6.386092|1
0.004840101|6.386092|1
0.008914697|6.386092|1
0.006184602|6.386092|1
0.006597201|6.386092|1
0.005937401|6.386092|1
0.005314697|6.386092|1
0.005855201|6.386092|1
0.005298002|6.386092|1
0.005363103|6.386092|1
0.006792694|6.386092|1
0.006235905|6.386092|1
0.006042496|6.386092|1
0.0066607|6.386092|1
0.005462301|6.386092|1
0.006479698|6.386092|1
0.007232802|6.386092|1
0.0051143|6.386092|1
0.006451899|6.386092|1
0.005738903|6.386092|1
0.005647796|6.386092|1
0.007926403|6.386092|1
0.006439101|6.386092|1
0.006251099|6.386092|1
0.005150701|6.386092|1
0.005081597|6.386092|1
0.005916504|6.386092|1
0.005939994|6.386092|1
0.004772803|6.386092|1
0.0051964|6.386092|1
0.005289002|6.386092|1
0.006380598|6.386092|1
0.007408|6.386092|1
0.0062429|6.386092|1
0.004776197|6.386092|1
0.007558199|6.386092|1
0.0053304|6.386092|1
0.005524702|6.386092|1
0.007207398|6.386092|1
0.005602402|6.386092|1
0.005700099|6.386092|1
0.006329004|6.386092|1
0.005802799|6.386092|1
0.007246995|6.386092|1
0.006437904|6.386092|1
0.005435098|6.386092|1
0.006228501|6.386092|1
0.005086203|6.386092|1
0.006786997|6.386092|1
0.006575298|6.386092|1
0.005417205|6.386092|1
0.006269494|6.386092|1
0.004809205|6.386092|1
0.004928097|6.386092|1
0.006129805|6.386092|1
0.006793495|6.386092|1
0.005448802|6.386092|1
0.005668303|6.386092|1
0.005896195|6.386092|1
0.005005301|6.386092|1
0.006398002|6.386092|1
0.006418601|6.386092|1
0.005173299|6.386092|1
0.005508801|6.386092|1
0.005427898|6.386092|1
0.0128278|6.386092|1
0.007338804|6.386092|1
0.005446599|6.386092|1
0.005172102|6.386092|1
0.006119799|6.386092|1
0.005002197|6.386092|1
0.006092099|6.386092|1
0.007139399|6.386092|1
0.0052375|6.386092|1
0.005928104|6.386092|1
0.006203798|6.386092|1
0.005712103|6.386092|1
0.006468899|6.386092|1
0.006341298|6.386092|1
0.005072902|6.386092|1
0.006210396|6.386092|1
0.005838201|6.386092|1
0.005091298|6.386092|1
0.005949305|6.386092|1
0.004895798|6.386092|1
0.004820202|6.386092|1
0.006373498|6.386092|1
0.006239399|6.386092|1
0.005278104|6.386092|1
0.005490994|6.386092|1
0.005048406|6.386092|1
0.003989201|6.386092|1
0.005053295|6.386092|1
0.007062698|6.386092|1
0.004756902|6.386092|1
0.005468998|6.386092|1
0.004633107|6.386092|1
0.004366893|6.386092|1
0.0044035|6.386092|1
0.007523101|6.386092|1
0.005290101|6.386092|1
0.006007703|6.386092|1
0.0062206|6.386092|1
0.004445302|6.386092|1
0.0050304|6.386092|1
0.006610898|6.386092|1
0.0052232|6.386092|1
0.006697499|6.386092|1
0.0050607|6.386092|1
0.004540703|6.386092|1
0.006542397|6.386092|1
0.006903104|6.386092|1
0.0050437|6.386092|1
0.005579599|6.386092|1
0.004584396|6.386092|1
0.004570103|6.386092|1
0.005499802|6.386092|1
0.006699398|6.386092|1
0.005024299|6.386092|1
0.007053302|6.386092|1
0.004972498|6.386092|1
0.0046178|6.386092|1
0.005243197|6.386092|1
0.006741405|6.386092|1
0.006169097|6.386092|1
0.006067999|6.386092|1
0.005272903|6.386092|1
0.004680896|6.386092|1
0.005845706|6.386092|1
0.006461997|6.386092|1
0.005062004|6.386092|1
0.005683893|6.386092|1
0.005071506|6.386092|1
0.004370394|6.386092|1
0.005896705|6.386092|1
0.006966397|6.386092|1
0.006148299|6.386092|1
0.005930903|6.386092|1
0.005477502|6.386092|1
0.004417694|6.386092|1
0.005247803|6.386092|1
0.005152502|6.386092|1
0.004664498|6.386092|1
0.006097903|6.386092|1
0.006840795|6.386092|1
0.004706101|6.386092|1
0.0056607|6.386092|1
0.005847803|6.386092|1
0.004474695|6.386092|1
0.005316305|6.386092|1
0.007748498|6.386092|1
0.005754896|6.386092|1
0.006056406|6.386092|1
0.005703798|6.386092|1
0.004398101|6.386092|1
0.005907795|6.386092|1
0.004862401|6.386092|1
0.004860403|6.386092|1
0.0062696|6.386092|1
0.006539002|6.386092|1
0.0052608|6.386092|1
0.0072804|6.386092|1
0.005508397|6.386092|1
0.0042196|6.386092|1
0.006636798|6.386092|1
0.006025999|6.386092|1
0.004958206|6.386092|1
0.005914796|6.386092|1
0.004683801|6.386092|1
0.004847697|6.386092|1
0.006377402|6.386092|1
0.0065768|6.386092|1
0.004936501|6.386092|1
0.005254103|6.386092|1
0.004713095|6.386092|1
0.005695104|6.386092|1
0.006428401|6.386092|1
0.006927997|6.386092|1
0.005364399|6.386092|1
0.005335601|6.386092|1
0.004695203|6.386092|1
0.004437294|6.386092|1
0.005752006|6.386092|1
0.006979096|6.386092|1
0.005187904|6.386092|1
0.008354698|6.386092|1
0.0043206|6.386092|1
0.004874901|6.386092|1
0.007299497|6.386092|1
0.005795401|6.386092|1
0.004821202|6.386092|1
0.005082497|6.386092|1
0.004850305|6.386092|1
0.0052294|6.386092|1
0.0043375|6.386092|1
0.005356399|6.386092|1
0.006218799|6.386092|1
0.005264796|6.386092|1
0.0054563|6.386092|1
0.005354004|6.386092|1
0.006062798|6.386092|1
0.0055598|6.386092|1
0.0077589|6.386092|1
0.005080598|6.386092|1
0.005472803|6.386092|1
0.005099702|6.386092|1
0.004706498|6.386092|1
0.006924199|6.386092|1
0.006426403|6.386092|1
0.005187897|6.386092|1
0.005752799|6.386092|1
0.005350999|6.386092|1
0.0047974|6.386092|1
0.005744707|6.386092|1
0.006340498|6.386092|1
0.0049554|6.386092|1
0.005528699|6.386092|1
0.006269402|6.386092|1
0.004433999|6.386092|1
0.005891901|6.386092|1
0.004540101|6.386092|1
0.0043955|6.386092|1
0.005107299|6.386092|1
0.007126098|6.386092|1
0.004874001|6.386092|1
0.005751099|6.386092|1
0.004644799|6.386092|1
0.0045241|6.386092|1
0.004581902|6.386092|1
0.007087202|6.386092|1
0.006038896|6.386092|1
0.006107802|6.386092|1
0.005940101|6.386092|1
0.004539902|6.386092|1
0.0052536|6.386092|1
0.006915597|6.386092|1
0.005868204|6.386092|1
0.005582993|6.386092|1
0.004413407|6.386092|1
0.0041884|6.386092|1
0.005151098|6.386092|1
0.0071232|6.386092|1
0.006202501|6.386092|1
0.005725397|6.386092|1
0.005992602|6.386092|1
0.004945196|6.386092|1
0.005917404|6.386092|1
0.007167496|6.386092|1
0.004591404|6.386092|1
0.005337599|6.386092|1
0.004882001|6.386092|1
0.004343495|6.386092|1
0.005361501|6.386092|1
0.007483503|6.386092|1
0.004787401|6.386092|1
0.005411097|6.386092|1
0.004995599|6.386092|1
0.004595401|6.386092|1
0.0048483|6.386092|1
0.006860799|6.386092|1
0.005819501|6.386092|1
0.005879301|6.386092|1
0.005155797|6.386092|1
0.004802905|6.386092|1
0.005981399|6.386092|1
0.007267099|6.386092|1
0.0049322|6.386092|1
0.005412599|6.386092|1
0.005354904|6.386092|1
0.004383298|6.386092|1
0.004426998|6.386092|1
0.006683999|6.386092|1
0.005761501|6.386092|1
0.0052401|6.386092|1
0.005616504|6.386092|1
0.004973399|6.386092|1
0.005103699|6.386092|1
0.005867|6.386092|1
0.004899397|6.386092|1
0.004284899|6.386092|1
0.005686699|6.386092|1
0.006924206|6.386092|1
0.004806094|6.386092|1
0.005622102|6.386092|1
0.005838102|6.386092|1
0.004725595|6.386092|1
0.006242907|6.386092|1
0.006212698|6.386092|1
0.004594501|6.386092|1
0.006403897|6.386092|1
0.005255102|6.386092|1
0.004870401|6.386092|1
0.006260998|6.386092|1
0.005972796|6.386092|1
0.004820706|6.386092|1
0.005208695|6.386092|1
0.0049178|6.386092|1
0.004492|6.386092|1
0.004554202|6.386092|1
0.0074581|6.386092|1
0.005287103|6.386092|1
0.004911395|6.386092|1
0.005980804|6.386092|1
0.0048642|6.386092|1
0.005128699|6.386092|1
0.004620699|6.386092|1
0.005815604|6.386092|1
0.006745096|6.386092|1
0.0133231|6.386092|1
0.004146896|6.386092|1
0.004961905|6.386092|1
0.006979798|6.386092|1
0.006766404|6.386092|1
0.005168899|6.386092|1
0.006035998|6.386092|1
0.004865101|6.386092|1
0.004628401|6.386092|1
0.006603699|6.386092|1
0.006573696|6.386092|1
0.004789101|6.386092|1
0.005784205|6.386092|1
0.004773498|6.386092|1
0.004250099|6.386092|1
0.005605499|6.386092|1
0.0077018|6.386092|1
0.006509198|6.386092|1
0.005839704|6.386092|1
0.004867297|6.386092|1
0.004324305|6.386092|1
0.005363499|6.386092|1
0.007997399|6.386092|1
0.004661402|6.386092|1
0.006932398|6.386092|1
0.005640795|6.386092|1
0.005578607|6.386092|1
0.005128394|6.386092|1
0.004774603|6.386092|1
0.004845996|6.386092|1
0.006196804|6.386092|1
0.006243197|6.386092|1
0.004538598|6.386092|1
0.005573505|6.386092|1
0.005166199|6.386092|1
0.004473902|6.386092|1
0.005119197|6.386092|1
0.007916603|6.386092|1
0.005103295|6.386092|1
0.005277402|6.386092|1
0.004726403|6.386092|1
0.004275694|6.386092|1
0.0040616|6.386092|1
0.005589101|6.386092|1
0.006175206|6.386092|1
0.004780293|6.386092|1
0.005465406|6.386092|1
0.0051303|6.386092|1
0.004353196|6.386092|1
0.005478104|6.386092|1
0.006092397|6.386092|1
0.004689902|6.386092|1
0.004922903|6.386092|1
0.005792099|6.386092|1
0.004572895|6.386092|1
0.004657504|6.386092|1
0.004116497|6.386092|1
0.0053045|6.386092|1
0.006323101|6.386092|1
0.005156902|6.386092|1
0.005460799|6.386092|1
0.0043473|6.386092|1
0.0041366|6.386092|1
0.004454996|6.386092|1
0.006426701|6.386092|1
0.0058304|6.386092|1
0.004986706|6.386092|1
0.005984595|6.386092|1
0.005112302|6.386092|1
0.004537202|6.386092|1
0.005966695|6.386092|1
0.006625305|6.386092|1
0.004626998|6.386092|1
0.005339902|6.386092|1
0.005007795|6.386092|1
0.0042107|6.386092|1
0.004429103|6.386092|1
0.006090101|6.386092|1
0.006895798|6.386092|1
0.005394402|6.386092|1
0.006538797|6.386092|1
0.004800305|6.386092|1
0.004512195|6.386092|1
0.005919104|6.386092|1
0.0075491|6.386092|1
0.004956796|6.386092|1
0.004586501|6.386092|1
0.005811905|6.386092|1
0.005022095|6.386092|1
0.004720805|6.386092|1
0.0068741|6.386092|1
0.005737996|6.386092|1
0.005064605|6.386092|1
0.005712394|6.386092|1
0.004786302|6.386092|1
0.0042294|6.386092|1
0.005688499|6.386092|1
0.005706399|6.386092|1
0.004369104|6.386092|1
0.005875801|6.386092|1
0.004748094|6.386092|1
0.004263605|6.386092|1
0.0048197|6.386092|1
0.007720599|6.386092|1
0.005530201|6.386092|1
0.005058397|6.386092|1
0.004623101|6.386092|1
0.004422201|6.386092|1
0.004575|6.386092|1
0.006109198|6.386092|1
0.004588102|6.386092|1
0.004777898|6.386092|1
0.0054929|6.386092|1
0.006775999|6.386092|1
0.0059929|6.386092|1
0.005420401|6.386092|1
0.004719203|6.386092|1
0.004851098|6.386092|1
0.005322102|6.386092|1
0.006316901|6.386092|1
0.006928295|6.386092|1
0.004883801|6.386092|1
0.006267503|6.386092|1
0.004477395|6.386092|1
0.0046456|6.386092|1
0.005421903|6.386092|1
0.007208|6.386092|1
0.006660296|6.386092|1
0.005538903|6.386092|1
0.005378798|6.386092|1
0.004587904|6.386092|1
0.004599596|6.386092|1
0.006662904|6.386092|1
0.005195798|6.386092|1
0.005620897|6.386092|1
0.005129202|6.386092|1
0.006256399|6.386092|1
0.004867503|6.386092|1
0.007173399|6.386092|1
0.0061464|6.386092|1
0.005317801|6.386092|1
0.004862103|6.386092|1
0.004687996|6.386092|1
0.004926899|6.386092|1
0.0062455|6.386092|1
0.005136905|6.386092|1
0.004171797|6.386092|1
0.005344402|6.386092|1
0.005049901|6.386092|1
0.005709495|6.386092|1
0.006379301|6.38706|1
0.005068998|6.38935|1
0.004805102|6.391932|1
0.007363698|6.395066|1
0.0054473|6.401478|1
0.004962401|6.407103|1
0.006199603|6.412958|1
0.004728097|6.421414|1
0.0051116|6.428528|1
0.007695203|6.436994|2
0.006468799|6.451499|2
0.0246645|6.464934|2
0.009098002|6.53424|2
0.0065812|6.562267|2
0.006126601|6.583829|2
0.005122399|6.605019|2
0.005739399|6.623516|2
0.007657802|6.645221|2
0.006296195|6.675925|2
0.004607901|6.702351|2
0.0070642|6.722322|2
0.005965604|6.754426|2
0.004826595|6.782598|2
0.008138003|6.806084|2
0.005886402|6.847657|2
0.0053455|6.87876|2
0.006020798|6.907857|2
0.0046732|6.941711|2
0.005153798|6.968639|2
0.007697903|6.999128|2
0.006148101|7.046435|2
0.0060401|7.085347|2
0.005302997|7.124664|2
0.004459503|7.160022|2
0.005600695|7.190351|2
0.006552601|7.229376|2
0.005031604|7.276317|2
0.005888995|7.313119|2
0.005793304|7.357228|2
0.004823498|7.401624|2
0.005651098|7.439283|2
0.007659403|7.484359|2
0.005193998|7.547207|2
0.005467999|7.590634|2
0.004521903|7.637246|2
0.004647498|7.676405|2
0.005749603|7.717298|2
0.006535998|7.768878|2
0.004695897|7.828791|2
0.004883404|7.872498|2
0.006260197|7.918664|2
0.005906201|7.979018|2
0.007385601|8.034926|2
0.006321797|8.10322|2
0.004712606|8.160491|2
0.005057299|8.202525|2
0.0054438|8.246874|2
0.0045429|8.293732|2
0.005477898|8.332221|2
0.007513102|8.377742|2
0.006517602|8.438496|2
0.006163599|8.489936|2
0.005069196|8.537454|2
0.006086104|8.575769|2
0.005562996|8.620669|2
0.005477204|8.660789|2
0.004703898|8.699398|2
0.006528897|8.731895|2
0.005690703|8.775733|2
0.004535098|8.812979|2
0.006243303|8.842048|2
0.004667198|8.880905|2
0.004393502|8.909304|2
0.006111402|8.935463|2
0.006059495|8.970737|2
0.0065456|9.004616|2
0.005942503|9.039937|2
0.0050589|9.07095|2
0.004785601|9.096588|2
0.006245798|9.120159|2
0.005881399|9.149758|2
0.004851205|9.1766|2
0.006084694|9.198037|2
0.004498703|9.223821|2
0.004471202|9.242279|2
0.005479096|9.260029|2
0.007000602|9.280884|2
0.004996599|9.306067|2
0.005784099|9.323298|2
0.005305803|9.342244|2
0.004767602|9.358784|2
0.0047339|9.372968|2
0.007423299|9.386382|2
0.005464201|9.405772|2
0.005164193|9.419154|2
0.005775106|9.431005|2
0.004679195|9.443262|2
0.004817701|9.45254|2
0.004492|9.461399|2
0.005913103|9.469057|2
0.006607299|9.478094|2
0.006625602|9.486888|2
0.005139499|9.494395|2
0.005023498|9.499431|2
0.004369303|9.503599|2
0.0061697|9.506654|2
0.006725602|9.509831|2
0.004824596|9.511944|2
0.005735799|9.512764|2
0.005038599|9.512764|2
0.004702806|9.512764|2
0.005223597|9.512764|2
0.005013102|9.512764|2
0.005702494|9.512764|2
0.007913003|9.512764|2
0.005528501|9.512764|2
0.004477303|9.512764|2
0.006570196|9.512764|2
0.004972704|9.512764|2
0.0041848|9.512764|2
0.006230095|9.512764|2
0.006008099|9.512764|2
0.004779202|9.512764|2
0.005737301|9.512764|2
0.005686699|9.512764|2
0.004457703|9.512764|2
0.0061339|9.512764|2
0.006170996|9.512764|2
0.006021599|9.512764|2
0.006369104|9.512764|2
0.004893296|9.512764|2
0.0044974|9.512764|2
0.006309999|9.512764|2
0.006540901|9.512764|2
0.007339498|9.512764|2
0.005593601|9.512764|2
0.005221202|9.512764|2
0.005776601|9.512764|2
0.0076965|9.512764|2
0.005156803|9.512764|2
0.005619097|9.512764|2
0.004813301|9.512764|2
0.004254096|9.512764|2
0.004999001|9.512764|2
0.0066813|9.512764|2
0.006471003|9.512764|2
0.006092198|9.512764|2
0.005566397|9.512764|2
0.004695606|9.512764|2
0.006326694|9.512764|2
0.006618205|9.512764|2
0.004626198|9.512764|2
0.005728203|9.512764|2
0.004974001|9.512764|2
0.004901396|9.512764|2
0.006089704|9.512764|2
0.006390597|9.512764|2
0.004679301|9.512764|2
0.005312401|9.512764|2
0.004878996|9.512764|2
0.004812401|9.512764|2
0.005195699|9.512764|2
0.007333206|9.512764|2
0.004863195|9.512764|2
0.005826601|9.512764|2
0.005664498|9.512764|2
0.004973299|9.512764|2
0.005737301|9.512764|2
0.006854401|9.512764|2
0.004749001|9.512764|2
0.005476899|9.512764|2
0.0052428|9.512764|2
0.004492099|9.512764|2
0.005825503|9.512764|2
0.006804797|9.512764|2
0.005584205|9.512764|2
0.006857795|9.512764|2
0.004472605|9.512764|2
0.004365596|9.512764|2
0.006956498|9.512764|2
0.006674001|9.512764|2
0.0049428|9.512764|2
0.0061339|9.512764|2
0.005869105|9.512764|2
0.004070996|9.512764|2
0.005248101|9.512764|2
0.004493601|9.512764|2
0.004416001|9.512764|2
0.0054036|9.512764|2
0.007236897|9.512764|2
0.006183397|9.512764|2
0.005149802|9.512764|2
0.005754698|9.512764|2
0.004859701|9.512764|2
0.0045197|9.512764|2
0.004175206|9.512764|2
0.006397194|9.512764|2
0.006153607|9.512764|2
0.004560296|9.512764|2
0.005396698|9.512764|2
0.006025702|9.512764|2
0.004323902|9.512764|2
0.004897697|9.512764|2
0.006843105|9.512764|2
0.0049804|9.512764|2
0.0052545|9.512764|2
0.005072598|9.512764|2
0.004808199|9.512764|2
0.004663499|9.512764|2
0.007221903|9.512764|2
0.0053089|9.512764|2
0.005524901|9.512764|2
0.005936394|9.512764|2
0.004618502|9.512764|2
0.004669799|9.512764|2
0.007598406|9.512764|2
0.005521294|9.512764|2
0.006232306|9.512764|2
0.005233496|9.512764|2
0.004242503|9.512764|2
0.005058595|9.512764|2
0.006365299|9.512764|2
0.005681307|9.512764|2
0.005779195|9.512764|2
0.0051214|9.512764|2
0.004776304|9.512764|2
0.004608099|9.512764|2
0.006651495|9.512764|2
0.006314102|9.512764|2
0.004870805|9.512764|2
0.005553699|9.512764|2
0.004798498|9.512764|2
0.004388797|9.512764|2
0.005580201|9.512764|2
0.004832703|9.512764|2
0.004607696|9.512764|2
0.005198101|9.512764|2
0.007264506|9.512764|2
0.005468998|9.512764|2
0.005391199|9.512764|2
0.006417999|9.512764|2
0.004655903|9.512764|2
0.005492602|9.512764|2
0.004703798|9.512764|2
0.004551701|9.512764|2
0.0044187|9.512764|2
0.006377494|9.512764|2
0.005820302|9.512764|2
0.005757504|9.512764|2
0.005580499|9.512764|2
0.004704096|9.512764|2
0.004680605|9.512764|2
0.007274894|9.512764|2
0.005292602|9.512764|2
0.004982702|9.512764|2
0.005464895|9.512764|2
0.004599206|9.512764|2
0.004088294|9.512764|2
0.005569303|9.512764|2
0.004637103|9.512764|2
0.004271301|9.512764|2
0.005603295|9.512764|2
0.006892|9.512764|2
0.005331399|9.512764|2
0.0056741|9.512764|2
0.004687004|9.512764|2
0.005096096|9.512764|2
0.004941702|9.512764|2
0.007407603|9.512764|2
0.006070798|9.512764|2
0.005922399|9.512764|2
0.004655003|9.512764|2
0.004981399|9.512764|2
0.005764102|9.512764|2
0.006842198|9.512764|2
0.0046785|9.512764|2
0.005696202|9.512764|2
0.006570394|9.512764|2
0.004499306|9.512764|2
0.005346294|9.512764|2
0.0056946|9.512764|2
0.004343601|9.512764|2
0.005324001|9.512764|2
0.006616801|9.512764|2
0.006127997|9.512764|2
0.005761905|9.512764|2
0.005388301|9.512764|2
0.004904294|9.512764|2
0.005276502|9.512764|2
0.0063188|9.512764|2
0.004801998|9.512764|2
0.006088102|9.512764|2
0.0049723|9.512764|2
0.004646003|9.512764|2
0.005107597|9.512764|2
0.006821903|9.512764|2
0.005739498|9.512764|2
0.005997201|9.512764|2
0.0054884|9.512764|2
0.0050027|9.512764|2
0.006468998|9.512764|2
0.007791|9.512764|2
0.0056063|9.512764|2
0.0060651|9.512764|2
0.0052938|9.512764|2
0.006206399|9.512764|2
0.0067991|9.512764|2
0.007098101|9.512764|2
0.005417701|9.512764|2
0.004564796|9.512764|2
0.005044105|9.512764|2
0.005326396|9.512764|2
0.007663804|9.512764|2
0.0048384|9.512764|2
