deltaTimeS|cameraDistance|lod_level
0.004523498|10.04988|3
0.0044473|10.04988|3
0.004510303|10.04988|3
0.004220295|10.04988|3
0.005048406|10.04988|3
0.0049482|10.04988|3
0.004947697|10.04988|3
0.004936097|10.04988|3
0.004393304|10.04988|3
0.007317396|10.04988|3
0.008747803|10.04988|3
0.006742099|10.04759|3
0.005032703|10.04447|3
0.005261699|10.04139|3
0.004447201|10.03734|3
0.005116801|10.03333|3
0.005592496|10.02793|3
0.004203402|10.02109|3
0.005434602|10.01543|3
0.005264498|10.00723|3
0.005911898|9.998455|3
0.005332604|9.987561|3
0.005589201|9.97689|3
0.005564201|9.964772|3
0.006077898|9.951786|3
0.004727997|9.936505|3
0.005367304|9.923953|3
0.005294097|9.908849|3
0.005266603|9.893114|3
0.004758999|9.876641|3
0.004838598|9.861084|3
0.005093998|9.84457|3
0.004925099|9.826414|3
0.0044205|9.808138|3
0.004770599|9.791153|3
0.004353905|9.772146|3
0.004559595|9.754235|3
0.0048518|9.734859|3
0.004348406|9.713542|3
0.004657398|9.693873|3
0.004693998|9.672162|3
0.004560502|9.649625|3
0.004749199|9.62711|3
0.005582802|9.602993|3
0.004203997|9.573716|3
0.004651099|9.551145|2
0.0054455|9.52553|2
0.004361905|9.494658|2
0.0041839|9.469364|2
0.004395699|9.444583|2
0.004775099|9.417974|2
0.0039411|9.38839|2
0.004369799|9.363512|2
0.004727105|9.335361|2
0.004864399|9.304244|2
0.005308999|9.271522|2
0.004756597|9.234972|2
0.004499801|9.201554|2
0.004417|9.16934|2
0.004838202|9.13714|2
0.004125595|9.101175|2
0.004477501|9.070004|2
0.003990405|9.035571|2
0.005255697|9.004406|2
0.005854798|8.962538|2
0.005653104|8.914849|2
0.005124802|8.867833|2
0.005240093|8.824427|2
0.004983603|8.779225|2
0.005304698|8.735496|2
0.005427402|8.68813|2
0.005339399|8.638809|2
0.0055616|8.58946|2
0.005067198|8.537159|2
0.005335806|8.488761|2
0.005168594|8.436971|2
0.004175999|8.386014|2
0.005330804|8.344656|2
0.004274901|8.291877|2
0.0042768|8.249557|2
0.004097903|8.207222|2
0.004389094|8.166662|2
0.004979202|8.123225|2
0.004479202|8.073954|2
0.003963301|8.029635|2
0.004695394|7.990426|2
0.004682504|7.94398|2
0.004123802|7.897667|2
0.004301098|7.856885|2
0.004565398|7.814355|2
0.005019997|7.769209|2
0.004596202|7.719575|2
