deltaTimeS;cameraDistance;cameraPosition;cameraSpeed (from position);rotationAngularSpeed;;;DeltaTime ;FPS;;;;;;
0,0066478960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062125000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0046522040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0046911990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058189980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069777990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047735050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059274940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052473000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0054545000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0072008010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066859060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0053481930;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0054520050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0048904970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069024020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0075260980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0053615010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056391010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050832980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0053654970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0054845030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061792020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062202950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056284010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0046162980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0045293010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056652990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062753050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050032950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056879040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0049485970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051661990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055953020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067170990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050563000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055884000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0053774020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0053950040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059911990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0074769980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071724980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062571000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052158020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051848000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063178000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050907950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047016010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058889030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061729950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047767010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062671060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0083940970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055995960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0054332060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050636980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067708970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058512050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0049276010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060343960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050855020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0048978030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066760980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059902990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0046266010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060344950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059665040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063054000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061525010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0053010980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055885990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070294010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060601970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058647040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050070010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052951960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055138040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063643990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051217970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059842050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067812000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047652990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060276010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0064627980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0049448980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070734060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0048771970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0049412980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057244050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052705990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051406960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056092050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059804990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047144980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055323980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051973000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0045389030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050017000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057166950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051714000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0044850060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055929990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055535010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0046640940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055877050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0045318950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057855020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071436010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0083288970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0078870040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062870960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0105644000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0074627050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065785000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060656960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061727040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0078896960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067657030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066697000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065535000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0054214990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063673970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0078584040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0086474990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063317960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060211020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063705000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0087422970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0064265020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0080518990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0072067040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0097970940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0082476050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0079250990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070348990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071428000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070981010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069463010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0078394980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061857990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067872020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068957980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056627970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0072149020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063011980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061978030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0064651010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060373010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0074969950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067893000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068093040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0072589000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061796980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0080118980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058022040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0130948000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0114156000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0125524000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0129708000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0118309000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0116570000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0113058000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0124805000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0111478000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0103118000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0221008000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0075732000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0076459960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059077030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0087855020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066954010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069492990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060466980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052562000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0088327020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062811010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061511970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058356010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047887970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052587020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0080026010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062920000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051839000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0075675030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058960960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0080571010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070893990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067325040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0084059950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063601050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0085150010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071827950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0077981010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059835040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0083741990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061804000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052656960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058437000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0074463010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0073321010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065828020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062019980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0093511980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063209040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067200960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066378050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0077413970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0102440000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0089486040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058251980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057289970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0076948060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0053254960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056458050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052765940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063313990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0092933040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0072633010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0096069020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0075807960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066440970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0075239020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0079766020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060621030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055742990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067257020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068056970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061152000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069345030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059238950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071345030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069808040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058801940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067551020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062741000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0048153980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0080397040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056427010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0077724990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056028980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0048229020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0087354950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0078554070;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059219950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047269990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068487030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067788970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052797050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055380950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0077956980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0073963010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0088192040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057042020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069643000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069444940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0058264030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057784010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070322000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0092444020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0090861960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0082830000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0081092970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065866000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0082565050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060324970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069980020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055597010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063231010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0079232000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070328940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0097429000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056608060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055112960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068402990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0092891020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065647040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0074315970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059875990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0079214000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060393990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071897040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062298970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071679990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0081655050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059740010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069172970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0075391010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069887970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070412980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071227040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065715990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0056620040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0077775940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057618050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047807960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067772040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0046494970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051380030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062538970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0043979030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0045405970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0081763030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066062000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067497940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0064991000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063317040;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0080855010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069973000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062076960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0060890020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0046625990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0057178000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063585960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0051697060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0047119970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062188990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052010990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055180060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0064683960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069911990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0071613020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0064003970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0059886050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063551940;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0083912060;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0062768990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0072293010;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068780970;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0077517000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0079569020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068207980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065196000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0055033020;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068144980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0072822990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0070536990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063073980;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0054327030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0066184030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0069803000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0073438000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0067357990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0063290960;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0065547050;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0068045990;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0052223000;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0061925950;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
0,0050621030;14,590;(-13,62, 5,19, 0,55);;0;;;;;;;;;;
