deltaTimeS;cameraDistance;cameraPosition;cameraSpeed (from position);rotationAngularSpeed;;;DeltaTime ;FPS;;;;;;
0,0123540000;8,126;(-4,36, 3,51, 5,89);;374,563;;;;;;;;;;
0,0070225980;8,146;(-4,47, 3,51, 5,84);;879,574;;;;;;;;;;
0,0079346020;8,158;(-4,53, 3,51, 5,80);;442,5117;;;;;;;;;;
0,0081277000;8,172;(-4,60, 3,51, 5,77);;488,1252;;;;;;;;;;
0,0066252970;8,186;(-4,67, 3,51, 5,73);;613,3816;;;;;;;;;;
0,0057969030;8,199;(-4,73, 3,51, 5,70);;571,4599;;;;;;;;;;
0,0053093960;8,210;(-4,78, 3,51, 5,67);;545,8829;;;;;;;;;;
0,0086578020;8,221;(-4,83, 3,51, 5,65);;306,5944;;;;;;;;;;
0,0075233980;8,239;(-4,91, 3,51, 5,61);;575,3956;;;;;;;;;;
0,0083413970;8,256;(-4,98, 3,51, 5,57);;450,971;;;;;;;;;;
0,0089971010;8,274;(-5,05, 3,51, 5,54);;463,5596;;;;;;;;;;
0,0089339000;8,294;(-5,13, 3,51, 5,49);;503,5314;;;;;;;;;;
0,0073357000;8,315;(-5,21, 3,51, 5,45);;608,9008;;;;;;;;;;
0,0077375990;8,332;(-5,27, 3,51, 5,41);;473,9878;;;;;;;;;;
0,0070366990;8,350;(-5,34, 3,51, 5,38);;549,7792;;;;;;;;;;
0,0076314060;8,367;(-5,40, 3,51, 5,34);;460,9975;;;;;;;;;;
0,0087719950;8,385;(-5,47, 3,51, 5,30);;434,9348;;;;;;;;;;
0,0097748010;8,407;(-5,54, 3,51, 5,26);;448,6747;;;;;;;;;;
0,0057472010;8,432;(-5,63, 3,51, 5,21);;850,3633;;;;;;;;;;
0,0058481010;8,447;(-5,67, 3,51, 5,18);;491,2845;;;;;;;;;;
0,0083551940;8,488;(-5,73, 3,57, 5,15);;349,9444;;;;;;;;;;
0,0069709040;8,546;(-5,80, 3,65, 5,11);;599,2687;;;;;;;;;;
0,0062165960;8,596;(-5,86, 3,72, 5,07);;560,5917;;;;;;;;;;
0,0074045070;8,641;(-5,91, 3,78, 5,04);;419,6935;;;;;;;;;;
0,0084714990;8,696;(-5,97, 3,86, 5,00);;436,988;;;;;;;;;;
0,0078036990;8,758;(-6,05, 3,94, 4,96);;542,7805;;;;;;;;;;
0,0086563000;8,816;(-6,11, 4,02, 4,92);;450,7093;;;;;;;;;;
0,0073843960;8,880;(-6,19, 4,11, 4,87);;586,0797;;;;;;;;;;
0,0062364020;8,934;(-6,25, 4,18, 4,83);;592,0067;;;;;;;;;;
0,0061082980;8,979;(-6,30, 4,24, 4,79);;510,4423;;;;;;;;;;
0,0097952030;9,021;(-6,34, 4,31, 4,75);;311,7865;;;;;;;;;;
0,0076565970;9,086;(-6,42, 4,40, 4,69);;639,6381;;;;;;;;;;
0,0071141020;9,134;(-6,47, 4,48, 4,63);;538,1074;;;;;;;;;;
0,0061364020;9,175;(-6,52, 4,55, 4,58);;579,6207;;;;;;;;;;
0,0073741990;9,207;(-6,55, 4,61, 4,53);;416,021;;;;;;;;;;
0,0079176020;9,241;(-6,59, 4,69, 4,47);;465,6586;;;;;;;;;;
0,0087441960;9,275;(-6,63, 4,77, 4,40);;452,7166;;;;;;;;;;
0,0071375990;9,311;(-6,67, 4,85, 4,32);;612,5223;;;;;;;;;;
0,0054196990;9,341;(-6,70, 4,92, 4,26);;658,4591;;;;;;;;;;
0,0067076040;9,365;(-6,72, 4,98, 4,21);;403,9586;;;;;;;;;;
0,0075387970;9,395;(-6,75, 5,05, 4,15);;444,8405;;;;;;;;;;
0,0082853040;9,390;(-6,79, 5,05, 4,08);;454,9275;;;;;;;;;;
0,0065193030;9,384;(-6,82, 5,05, 4,00);;635,4408;;;;;;;;;;
0,0052635980;9,380;(-6,85, 5,05, 3,95);;619,2678;;;;;;;;;;
0,0062903980;9,377;(-6,88, 5,05, 3,90);;418,4039;;;;;;;;;;
0,0072079010;9,374;(-6,90, 5,05, 3,84);;436,3862;;;;;;;;;;
0,0076132020;9,371;(-6,93, 5,05, 3,78);;473,3611;;;;;;;;;;
0,0055883010;9,369;(-6,97, 5,05, 3,71);;681,1395;;;;;;;;;;
0,0056271970;9,367;(-6,99, 5,05, 3,66);;496,5306;;;;;;;;;;
0,0062939980;9,366;(-7,02, 5,05, 3,61);;447,0318;;;;;;;;;;
0,0086593040;9,365;(-7,05, 5,05, 3,55);;363,4151;;;;;;;;;;
0,0072245960;9,365;(-7,08, 5,05, 3,47);;599,2935;;;;;;;;;;
0,0071777000;9,365;(-7,12, 5,05, 3,41);;503,291;;;;;;;;;;
0,0053468040;9,366;(-7,15, 5,05, 3,35);;671,2;;;;;;;;;;
0,0048696000;9,367;(-7,17, 5,05, 3,30);;548,9649;;;;;;;;;;
0,0088689980;9,368;(-7,19, 5,05, 3,25);;274,4932;;;;;;;;;;
0,0078664960;9,371;(-7,23, 5,05, 3,17);;563,6779;;;;;;;;;;
0,0059146050;9,374;(-7,27, 5,05, 3,10);;664,9725;;;;;;;;;;
0,0051483990;9,377;(-7,29, 5,05, 3,05);;574,3783;;;;;;;;;;
0,0051493980;9,380;(-7,31, 5,05, 3,00);;499,9016;;;;;;;;;;
0,0054789050;9,383;(-7,34, 5,05, 2,96);;469,837;;;;;;;;;;
0,0078029970;9,386;(-7,36, 5,05, 2,91);;351,043;;;;;;;;;;
0,0068669010;9,392;(-7,40, 5,05, 2,84);;568,1273;;;;;;;;;;
0,0053365010;9,397;(-7,43, 5,05, 2,78);;643,2905;;;;;;;;;;
0,0064056970;9,401;(-7,45, 5,05, 2,73);;416,407;;;;;;;;;;
0,0057491990;9,407;(-7,48, 5,05, 2,67);;557,0593;;;;;;;;;;
0,0059034010;9,413;(-7,50, 5,05, 2,62);;486,9592;;;;;;;;;;
0,0071025020;9,419;(-7,53, 5,05, 2,57);;415,5669;;;;;;;;;;
0,0075703020;9,427;(-7,56, 5,05, 2,50);;469,1067;;;;;;;;;;
0,0067725980;9,436;(-7,59, 5,05, 2,43);;558,895;;;;;;;;;;
0,0057904980;9,444;(-7,62, 5,05, 2,37);;584,7655;;;;;;;;;;
0,0055606010;9,452;(-7,65, 5,05, 2,32);;520,639;;;;;;;;;;
0,0084178000;9,460;(-7,67, 5,05, 2,27);;330,2899;;;;;;;;;;
0,0077929990;9,471;(-7,71, 5,05, 2,20);;540,0758;;;;;;;;;;
0,0093575050;9,481;(-7,74, 5,05, 2,12);;416,399;;;;;;;;;;
0,0100320000;9,488;(-7,77, 5,05, 2,04);;466,3913;;;;;;;;;;
0,0081898950;9,493;(-7,80, 5,05, 1,94);;612,4518;;;;;;;;;;
0,0077308030;9,492;(-7,82, 5,05, 1,86);;529,6646;;;;;;;;;;
0,0104682000;9,488;(-7,83, 5,05, 1,79);;369,2122;;;;;;;;;;
0,0089318030;9,475;(-7,84, 5,05, 1,68);;585,9705;;;;;;;;;;
0,0066012970;9,460;(-7,84, 5,05, 1,59);;676,509;;;;;;;;;;
0,0081893000;9,447;(-7,84, 5,05, 1,53);;403,0411;;;;;;;;;;
0,0090152000;9,429;(-7,83, 5,05, 1,44);;454,182;;;;;;;;;;
0,0087011060;9,406;(-7,82, 5,05, 1,35);;518,0222;;;;;;;;;;
0,0073965990;9,384;(-7,81, 5,05, 1,27);;588,1375;;;;;;;;;;
0,0079015940;9,364;(-7,80, 5,05, 1,20);;468,024;;;;;;;;;;
0,0082344030;9,343;(-7,78, 5,05, 1,12);;479,7587;;;;;;;;;;
0,0078934030;9,322;(-7,77, 5,05, 1,04);;521,5558;;;;;;;;;;
0,0105166900;9,302;(-7,76, 5,05, 0,96);;375,2664;;;;;;;;;;
0,0090758010;9,302;(-7,76, 5,05, 0,96);;579,3867;;;;;;;;;;
0,0109269000;9,302;(-7,76, 5,05, 0,96);;415,2901;;;;;;;;;;
0,0082429000;9,304;(-7,76, 5,05, 0,97);;662,7899;;;;;;;;;;
0,0077747020;9,305;(-7,76, 5,05, 0,97);;530,0809;;;;;;;;;;
0,0094511970;9,307;(-7,76, 5,05, 0,98);;411,2921;;;;;;;;;;
0,0075295000;9,310;(-7,76, 5,05, 1,00);;627,5925;;;;;;;;;;
0,0082655050;9,313;(-7,76, 5,05, 1,01);;455,4641;;;;;;;;;;
0,0066821990;9,316;(-7,76, 5,05, 1,02);;618,4495;;;;;;;;;;
0,0076447990;9,319;(-7,77, 5,05, 1,04);;437,0205;;;;;;;;;;
0,0078247020;9,323;(-7,77, 5,05, 1,05);;488,4807;;;;;;;;;;
0,0079268990;9,327;(-7,77, 5,05, 1,07);;493,5214;;;;;;;;;;
0,0081680990;9,331;(-7,77, 5,05, 1,09);;485,2275;;;;;;;;;;
0,0119203000;9,336;(-7,78, 5,05, 1,12);;342,6259;;;;;;;;;;
0,0082894000;9,340;(-7,77, 5,04, 1,16);;719,0046;;;;;;;;;;
0,0081696010;9,340;(-7,77, 5,04, 1,19);;507,31;;;;;;;;;;
0,0062090000;9,339;(-7,77, 5,04, 1,22);;657,8495;;;;;;;;;;
0,0069073980;9,336;(-7,76, 5,04, 1,25);;449,46;;;;;;;;;;
0,0082923040;9,332;(-7,75, 5,04, 1,27);;416,5109;;;;;;;;;;
0,0075689980;9,325;(-7,74, 5,04, 1,31);;547,7898;;;;;;;;;;
0,0066047970;9,316;(-7,72, 5,04, 1,35);;573,0001;;;;;;;;;;
0,0060685020;9,307;(-7,71, 5,03, 1,38);;544,207;;;;;;;;;;
0,0083329010;9,297;(-7,69, 5,03, 1,41);;364,1244;;;;;;;;;;
0,0089752970;9,281;(-7,67, 5,03, 1,45);;464,2045;;;;;;;;;;
0,0096071000;9,260;(-7,63, 5,02, 1,49);;467,1047;;;;;;;;;;
0,0073019980;9,235;(-7,60, 5,02, 1,54);;657,8351;;;;;;;;;;
0,0085497020;9,213;(-7,57, 5,01, 1,58);;427,0138;;;;;;;;;;
0,0079774020;9,186;(-7,53, 5,01, 1,63);;535,874;;;;;;;;;;
0,0081760990;9,159;(-7,49, 5,00, 1,67);;487,8591;;;;;;;;;;
0,0063952030;9,128;(-7,44, 5,00, 1,72);;639,2347;;;;;;;;;;
0,0076190970;9,104;(-7,41, 4,99, 1,76);;419,6702;;;;;;;;;;
0,0079403990;9,073;(-7,36, 4,99, 1,80);;479,7613;;;;;;;;;;
0,0073616000;9,038;(-7,31, 4,98, 1,85);;539,298;;;;;;;;;;
0,0064592050;9,005;(-7,26, 4,97, 1,90);;569,8107;;;;;;;;;;
0,0084589000;8,974;(-7,22, 4,97, 1,94);;381,7776;;;;;;;;;;
0,0093775930;8,932;(-7,16, 4,96, 1,99);;450,9922;;;;;;;;;;
0,0100185000;8,883;(-7,08, 4,95, 2,05);;467,9874;;;;;;;;;;
0,0067177010;8,828;(-7,00, 4,94, 2,12);;745,6485;;;;;;;;;;
0,0051923970;8,790;(-6,95, 4,93, 2,16);;646,8035;;;;;;;;;;
0,0081284020;8,760;(-6,90, 4,93, 2,20);;319,3731;;;;;;;;;;
0,0069106010;8,712;(-6,83, 4,92, 2,25);;588,0861;;;;;;;;;;
0,0070194020;8,670;(-6,77, 4,91, 2,30);;492,2026;;;;;;;;;;
0,0064953020;8,627;(-6,70, 4,90, 2,35);;540,2593;;;;;;;;;;
0,0051951960;8,586;(-6,64, 4,89, 2,40);;625,0594;;;;;;;;;;
0,0058852040;8,553;(-6,58, 4,89, 2,44);;441,3611;;;;;;;;;;
0,0081015950;8,515;(-6,53, 4,88, 2,48);;363,1714;;;;;;;;;;
0,0076514030;8,461;(-6,44, 4,87, 2,53);;529,3828;;;;;;;;;;
0,0085633010;8,409;(-6,36, 4,86, 2,59);;446,707;;;;;;;;;;
0,0075849980;8,349;(-6,27, 4,84, 2,64);;564,4413;;;;;;;;;;
0,0086054990;8,294;(-6,18, 4,83, 2,69);;440,6952;;;;;;;;;;
0,0079706990;8,230;(-6,08, 4,82, 2,74);;539,8055;;;;;;;;;;
0,0083745040;8,168;(-5,99, 4,80, 2,79);;475,8555;;;;;;;;;;
0,0064614010;8,101;(-5,89, 4,79, 2,83);;648,0005;;;;;;;;;;
0,0068571000;8,047;(-5,81, 4,78, 2,87);;471,1366;;;;;;;;;;
0,0091946990;7,989;(-5,72, 4,77, 2,90);;372,8871;;;;;;;;;;
0,0073357000;7,908;(-5,60, 4,75, 2,94);;626,6803;;;;;;;;;;
0,0078778980;7,842;(-5,50, 4,73, 2,97);;465,5735;;;;;;;;;;
0,0070357000;7,771;(-5,39, 4,72, 3,00);;559,8331;;;;;;;;;;
0,0085828020;7,706;(-5,30, 4,70, 3,03);;409,8186;;;;;;;;;;
0,0075384000;7,628;(-5,18, 4,69, 3,06);;569,2629;;;;;;;;;;
0,0071245960;7,558;(-5,08, 4,67, 3,08);;529,0714;;;;;;;;;;
0,0066249010;7,492;(-4,98, 4,65, 3,10);;537,7444;;;;;;;;;;
0,0066838010;7,430;(-4,89, 4,64, 3,12);;495,5955;;;;;;;;;;
0,0088062990;7,367;(-4,80, 4,62, 3,14);;379,4864;;;;;;;;;;
0,0083413970;7,282;(-4,68, 4,60, 3,16);;527,869;;;;;;;;;;
0,0091762050;7,201;(-4,57, 4,58, 3,17);;454,5117;;;;;;;;;;
0,0075275010;7,111;(-4,44, 4,55, 3,19);;609,5123;;;;;;;;;;
0,0090344960;7,036;(-4,34, 4,53, 3,20);;416,5811;;;;;;;;;;
0,0073284010;6,946;(-4,21, 4,50, 3,20);;616,4039;;;;;;;;;;
0,0072087020;6,872;(-4,11, 4,48, 3,21);;508,3196;;;;;;;;;;
0,0062520970;6,799;(-4,01, 4,45, 3,21);;576,4831;;;;;;;;;;
0,0071487030;6,736;(-3,93, 4,43, 3,21);;437,2411;;;;;;;;;;
0,0080148950;6,663;(-3,83, 4,41, 3,21);;445,9087;;;;;;;;;;
0,0069236040;6,580;(-3,72, 4,38, 3,21);;578,8006;;;;;;;;;;
0,0067911990;6,508;(-3,62, 4,35, 3,21);;509,7419;;;;;;;;;;
0,0071357000;6,437;(-3,53, 4,32, 3,21);;475,8213;;;;;;;;;;
0,0065919010;6,363;(-3,44, 4,29, 3,20);;541,2026;;;;;;;;;;
0,0110494000;6,293;(-3,35, 4,26, 3,20);;298,2857;;;;;;;;;;
0,0086540040;6,176;(-3,20, 4,21, 3,19);;638,402;;;;;;;;;;
0,0107860000;6,084;(-3,08, 4,17, 3,17);;401,146;;;;;;;;;;
0,0084508010;5,968;(-2,94, 4,12, 3,16);;638,1548;;;;;;;;;;
0,0066790960;5,877;(-2,83, 4,08, 3,14);;632,6205;;;;;;;;;;
0,0065322000;5,804;(-2,74, 4,05, 3,12);;511,205;;;;;;;;;;
0,0124162100;5,734;(-2,66, 4,02, 3,11);;263,0477;;;;;;;;;;
0,0075663980;5,598;(-2,50, 3,95, 3,08);;820,4868;;;;;;;;;;
0,0063786990;5,516;(-2,40, 3,92, 3,06);;593,0511;;;;;;;;;;
0,0065182040;5,447;(-2,32, 3,88, 3,04);;489,2341;;;;;;;;;;
0,0117846900;5,376;(-2,23, 3,85, 3,02);;276,533;;;;;;;;;;
0,0093188000;5,247;(-2,09, 3,78, 2,98);;632,2918;;;;;;;;;;
0,0080744050;5,146;(-1,97, 3,73, 2,94);;577,0357;;;;;;;;;;
0,0151508000;5,058;(-1,87, 3,69, 2,91);;266,4526;;;;;;;;;;
0,0075725980;4,892;(-1,68, 3,60, 2,85);;1000,344;;;;;;;;;;
0,0063566970;4,811;(-1,59, 3,56, 2,81);;595,6245;;;;;;;;;;
0,0086979030;4,742;(-1,51, 3,53, 2,79);;365,4163;;;;;;;;;;
0,0078474980;4,649;(-1,41, 3,48, 2,74);;554,1611;;;;;;;;;;
0,0059402000;4,566;(-1,31, 3,43, 2,71);;660,497;;;;;;;;;;
0,0065834040;4,503;(-1,24, 3,40, 2,68);;451,1051;;;;;;;;;;
0,0049165960;4,435;(-1,16, 3,36, 2,65);;669,3908;;;;;;;;;;
0,0091169000;4,385;(-1,10, 3,34, 2,62);;269,5915;;;;;;;;;;
0,0062586030;4,293;(-0,99, 3,29, 2,58);;728,3556;;;;;;;;;;
0,0067655970;4,231;(-0,92, 3,25, 2,55);;462,5181;;;;;;;;;;
0,0081413050;4,165;(-0,84, 3,21, 2,52);;415,4879;;;;;;;;;;
0,0080743970;4,087;(-0,74, 3,17, 2,48);;504,1094;;;;;;;;;;
0,0085195010;4,011;(-0,64, 3,12, 2,44);;473,8505;;;;;;;;;;
0,0085838010;3,933;(-0,54, 3,07, 2,39);;496,2435;;;;;;;;;;
0,0074723000;3,856;(-0,44, 3,02, 2,35);;574,3475;;;;;;;;;;
0,0063018990;3,789;(-0,35, 2,98, 2,31);;592,8441;;;;;;;;;;
0,0071270970;3,734;(-0,27, 2,94, 2,28);;442,0664;;;;;;;;;;
0,0116574000;3,673;(-0,19, 2,90, 2,24);;305,6756;;;;;;;;;;
0,0084592050;3,574;(-0,05, 2,84, 2,18);;689,0247;;;;;;;;;;
0,0064168010;3,505;(0,04, 2,79, 2,13);;659,1433;;;;;;;;;;
0,0075430980;3,453;(0,12, 2,75, 2,09);;425,3564;;;;;;;;;;
0,0106277000;3,394;(0,20, 2,70, 2,04);;354,8546;;;;;;;;;;
0,0075436010;3,311;(0,32, 2,64, 1,97);;704,4107;;;;;;;;;;
0,0079068950;3,255;(0,40, 2,60, 1,92);;477,0407;;;;;;;;;;
0,0105955000;3,196;(0,49, 2,55, 1,86);;373,1112;;;;;;;;;;
0,0079942040;3,119;(0,60, 2,49, 1,78);;662,6752;;;;;;;;;;
0,0074394980;3,062;(0,68, 2,44, 1,72);;537,2437;;;;;;;;;;
0,0074873020;3,009;(0,75, 2,40, 1,66);;496,7682;;;;;;;;;;
0,0098451950;2,955;(0,82, 2,35, 1,59);;380,2655;;;;;;;;;;
0,0075486040;2,885;(0,90, 2,30, 1,50);;652,1055;;;;;;;;;;
0,0086140030;2,831;(0,96, 2,25, 1,42);;438,1463;;;;;;;;;;
0,0108082000;2,770;(1,03, 2,20, 1,33);;398,493;;;;;;;;;;
0,0059092970;2,692;(1,09, 2,15, 1,20);;914,4813;;;;;;;;;;
0,0074737030;2,650;(1,12, 2,12, 1,13);;395,3168;;;;;;;;;;
0,0076255950;2,596;(1,16, 2,08, 1,04);;490,0172;;;;;;;;;;
0,0115419000;2,542;(1,18, 2,05, 0,94);;330,325;;;;;;;;;;
0,0083615010;2,461;(1,20, 2,00, 0,78);;690,149;;;;;;;;;;
0,0136510000;2,404;(1,21, 1,96, 0,67);;306,2234;;;;;;;;;;
0,0089366990;2,320;(1,20, 1,92, 0,49);;763,74;;;;;;;;;;
0,0079388040;2,272;(1,19, 1,90, 0,37);;562,8417;;;;;;;;;;
0,0091229030;2,235;(1,18, 1,88, 0,26);;435,1142;;;;;;;;;;
0,0081908940;2,199;(1,16, 1,86, 0,14);;556,8876;;;;;;;;;;
0,0089105010;2,174;(1,14, 1,85, 0,04);;459,6259;;;;;;;;;;
0,0062900010;2,155;(1,12, 1,84, -0,08);;708,3156;;;;;;;;;;
0,0085783020;2,146;(1,10, 1,83, -0,16);;366,6146;;;;;;;;;;
0,0083049950;2,140;(1,09, 1,83, -0,26);;516,4533;;;;;;;;;;
0,0088275010;2,140;(1,07, 1,82, -0,36);;470,3988;;;;;;;;;;
0,0070537980;2,147;(1,05, 1,81, -0,47);;625,6862;;;;;;;;;;
0,0076103030;2,158;(1,04, 1,81, -0,56);;463,3855;;;;;;;;;;
0,0094230020;2,174;(1,03, 1,80, -0,65);;403,7744;;;;;;;;;;
0,0091555980;2,200;(1,02, 1,79, -0,76);;514,5691;;;;;;;;;;
0,0069784010;2,231;(1,01, 1,79, -0,87);;655,9543;;;;;;;;;;
0,0070482000;2,258;(1,00, 1,79, -0,95);;495,0219;;;;;;;;;;
0,0083521970;2,288;(0,99, 1,78, -1,03);;421,9323;;;;;;;;;;
0,0083013040;2,327;(0,98, 1,78, -1,13);;503,0469;;;;;;;;;;
0,0097021960;2,368;(0,97, 1,78, -1,22);;427,7571;;;;;;;;;;
0,0089991000;2,431;(1,01, 1,78, -1,31);;539,0215;;;;;;;;;;
0,0082773030;2,490;(1,04, 1,78, -1,40);;543,5581;;;;;;;;;;
0,0089795990;2,546;(1,07, 1,78, -1,48);;460,8538;;;;;;;;;;
0,0084619970;2,609;(1,10, 1,78, -1,56);;530,5827;;;;;;;;;;
0,0085077020;2,669;(1,12, 1,78, -1,64);;497,3225;;;;;;;;;;
0,0088755950;2,731;(1,15, 1,78, -1,72);;479,2659;;;;;;;;;;
0,0070472010;2,797;(1,18, 1,78, -1,81);;629,7109;;;;;;;;;;
0,0074077030;2,850;(1,20, 1,78, -1,88);;475,6694;;;;;;;;;;
0,0080100980;2,907;(1,22, 1,78, -1,95);;462,3972;;;;;;;;;;
0,0084088010;2,969;(1,24, 1,78, -2,03);;476,2916;;;;;;;;;;
0,0074098000;3,034;(1,26, 1,78, -2,11);;567,4031;;;;;;;;;;
0,0084029980;3,093;(1,27, 1,78, -2,19);;440,8774;;;;;;;;;;
0,0069152000;3,160;(1,29, 1,78, -2,28);;607,5549;;;;;;;;;;
0,0072305060;3,217;(1,30, 1,78, -2,35);;478,1767;;;;;;;;;;
0,0062868980;3,276;(1,31, 1,78, -2,42);;575,0168;;;;;;;;;;
0,0088642010;3,328;(1,32, 1,78, -2,49);;354,5935;;;;;;;;;;
0,0078554990;3,404;(1,33, 1,77, -2,58);;564,1522;;;;;;;;;;
0,0070659020;3,471;(1,34, 1,77, -2,67);;555,8347;;;;;;;;;;
0,0079319020;3,533;(1,34, 1,77, -2,74);;445,4084;;;;;;;;;;
0,0070911000;3,603;(1,35, 1,77, -2,83);;559,2582;;;;;;;;;;
0,0087661000;3,668;(1,36, 1,77, -2,91);;404,4355;;;;;;;;;;
0,0110575000;3,749;(1,37, 1,77, -3,01);;396,3528;;;;;;;;;;
0,0069363020;3,851;(1,38, 1,77, -3,13);;797,0062;;;;;;;;;;
0,0077465990;3,915;(1,38, 1,78, -3,20);;447,633;;;;;;;;;;
0,0081726970;3,988;(1,39, 1,78, -3,29);;473,9047;;;;;;;;;;
0,0089697990;4,065;(1,41, 1,78, -3,38);;455,542;;;;;;;;;;
0,0065281040;4,150;(1,42, 1,78, -3,47);;686,9882;;;;;;;;;;
0,0052592970;4,212;(1,43, 1,78, -3,54);;620,5957;;;;;;;;;;
0,0068991000;4,263;(1,45, 1,78, -3,59);;381,1003;;;;;;;;;;
0,0083963010;4,329;(1,46, 1,78, -3,67);;410,8118;;;;;;;;;;
0,0053072990;4,410;(1,49, 1,78, -3,75);;790,9527;;;;;;;;;;
0,0067017010;4,462;(1,50, 1,78, -3,81);;395,8636;;;;;;;;;;
0,0069186010;4,527;(1,53, 1,78, -3,87);;484,2442;;;;;;;;;;
0,0070392010;4,595;(1,55, 1,78, -3,94);;491,4294;;;;;;;;;;
0,0092750000;4,665;(1,58, 1,78, -4,01);;379,4975;;;;;;;;;;
0,0073760990;4,756;(1,62, 1,78, -4,10);;628,719;;;;;;;;;;
0,0067909020;4,830;(1,65, 1,78, -4,17);;543,0426;;;;;;;;;;
0,0062856010;4,897;(1,68, 1,78, -4,24);;540,1373;;;;;;;;;;
0,0070608980;4,960;(1,72, 1,79, -4,30);;445,013;;;;;;;;;;
0,0064474000;5,032;(1,75, 1,79, -4,36);;547,4816;;;;;;;;;;
0,0065941040;5,097;(1,79, 1,79, -4,43);;488,8604;;;;;;;;;;
0,0077426940;5,164;(1,83, 1,79, -4,49);;425,7985;;;;;;;;;;
0,0081453020;5,243;(1,87, 1,79, -4,56);;475,2256;;;;;;;;;;
0,0074290040;5,355;(1,93, 1,88, -4,63);;548,1368;;;;;;;;;;
0,0067387970;5,457;(1,97, 1,95, -4,70);;551,1649;;;;;;;;;;
0,0072188990;5,549;(2,02, 2,02, -4,76);;466,7145;;;;;;;;;;
0,0055009990;5,648;(2,07, 2,09, -4,82);;656,1026;;;;;;;;;;
0,0050318030;5,723;(2,11, 2,15, -4,87);;546,5853;;;;;;;;;;
0,0071836030;5,791;(2,14, 2,20, -4,91);;350,1646;;;;;;;;;;
0,0072764950;5,887;(2,19, 2,28, -4,97);;493,5606;;;;;;;;;;
0,0070542020;5,985;(2,24, 2,35, -5,02);;515,6838;;;;;;;;;;
0,0076563000;6,079;(2,29, 2,43, -5,08);;460,6597;;;;;;;;;;
0,0072491000;6,181;(2,35, 2,51, -5,14);;528,0862;;;;;;;;;;
0,0103703000;6,278;(2,40, 2,58, -5,19);;349,4952;;;;;;;;;;
0,0071985970;6,412;(2,48, 2,69, -5,26);;720,2479;;;;;;;;;;
0,0089110050;6,505;(2,53, 2,77, -5,31);;403,8839;;;;;;;;;;
0,0077377980;6,616;(2,59, 2,87, -5,37);;575,8075;;;;;;;;;;
0,0083141010;6,712;(2,64, 2,95, -5,42);;465,3339;;;;;;;;;;
0,0075001980;6,813;(2,70, 3,04, -5,47);;554,2477;;;;;;;;;;
0,0076615010;6,902;(2,75, 3,12, -5,51);;489,4675;;;;;;;;;;
0,0078074970;6,991;(2,80, 3,21, -5,55);;490,6053;;;;;;;;;;
0,0084616990;7,081;(2,85, 3,29, -5,58);;461,288;;;;;;;;;;
0,0075197000;7,176;(2,90, 3,38, -5,62);;562,5912;;;;;;;;;;
0,0061299040;7,259;(2,95, 3,47, -5,65);;613,2949;;;;;;;;;;
0,0083803000;7,325;(2,99, 3,53, -5,68);;365,6794;;;;;;;;;;
0,0091824970;7,414;(3,04, 3,62, -5,71);;456,3009;;;;;;;;;;
0,0081281040;7,510;(3,09, 3,72, -5,74);;564,8518;;;;;;;;;;
0,0063081990;7,593;(3,14, 3,81, -5,77);;644,2149;;;;;;;;;;
0,0049750990;7,657;(3,17, 3,88, -5,79);;633,9329;;;;;;;;;;
0,0101511000;7,707;(3,20, 3,94, -5,80);;245,0257;;;;;;;;;;
0,0084073980;7,808;(3,25, 4,05, -5,83);;603,6946;;;;;;;;;;
0,0073585040;7,890;(3,29, 4,14, -5,86);;571,2827;;;;;;;;;;
0,0058805980;7,960;(3,33, 4,22, -5,88);;625,6588;;;;;;;;;;
0,0061331000;8,017;(3,35, 4,28, -5,89);;479,3887;;;;;;;;;;
0,0081312990;8,074;(3,38, 4,34, -5,91);;377,1286;;;;;;;;;;
0,0089536000;8,150;(3,42, 4,43, -5,93);;454,0493;;;;;;;;;;
0,0071874010;8,232;(3,45, 4,53, -5,95);;622,8527;;;;;;;;;;
0,0076042020;8,298;(3,48, 4,60, -5,96);;472,5768;;;;;;;;;;
0,0083831990;8,366;(3,50, 4,69, -5,98);;453,5371;;;;;;;;;;
0,0074376990;8,440;(3,53, 4,78, -5,99);;563,5699;;;;;;;;;;
0,0071842050;8,504;(3,56, 4,86, -6,01);;517,6387;;;;;;;;;;
0,0072099990;8,566;(3,58, 4,93, -6,02);;498,2033;;;;;;;;;;
0,0060646970;8,627;(3,60, 5,01, -6,03);;594,4398;;;;;;;;;;
0,0099126060;8,678;(3,61, 5,07, -6,04);;305,9141;;;;;;;;;;
0,0073415960;8,759;(3,63, 5,18, -6,06);;675,0698;;;;;;;;;;
0,0117782000;8,818;(3,65, 5,26, -6,07);;311,6543;;;;;;;;;;
0,0066759990;8,847;(3,68, 5,27, -6,08);;882,1367;;;;;;;;;;
0,0077554990;8,865;(3,70, 5,27, -6,09);;430,3593;;;;;;;;;;
0,0083794990;8,887;(3,72, 5,28, -6,11);;462,7393;;;;;;;;;;
0,0078008010;8,912;(3,74, 5,29, -6,12);;537,0502;;;;;;;;;;
0,0059925030;8,937;(3,77, 5,29, -6,14);;650,8249;;;;;;;;;;
0,0083056980;8,958;(3,79, 5,30, -6,15);;360,7221;;;;;;;;;;
