timestamp|mode|fps|frametime_ms|render_texture_width|render_texture_height|secondary_camera_enabled|secondary_camera_update_rate|draw_calls|batches|tris|visible_object_count
9.955916|baseline|73.29066|13.6443|0|0|False|1:1|132|132|40884258|60
9.963458|baseline|130.4444|7.6661|0|0|False|1:1|132|132|40884258|60
9.974504|baseline|92.29435|10.8349|0|0|False|1:1|132|132|40884258|60
9.985424|baseline|91.78101|10.8955|0|0|False|1:1|131|131|40525650|60
9.995971|baseline|92.87033|10.7677|0|0|False|1:1|132|132|40884258|60
10.00681|baseline|93.95585|10.6433|0|0|False|1:1|131|131|40525650|60
10.01706|baseline|95.42982|10.4789|0|0|False|1:1|130|132|40525650|60
10.03046|baseline|75.95726|13.1653|0|0|False|1:1|131|131|40525650|60
10.04082|baseline|94.54123|10.5774|0|0|False|1:1|132|132|40884258|60
10.05148|baseline|95.47812|10.4736|0|0|False|1:1|132|132|40884258|60
10.0628|baseline|87.1088|11.4799|0|0|False|1:1|133|133|40884260|60
10.07414|baseline|89.08051|11.2258|0|0|False|1:1|132|132|40884258|60
10.08508|baseline|91.92779|10.8781|0|0|False|1:1|132|132|40884258|60
10.09585|baseline|91.29089|10.954|0|0|False|1:1|132|132|40884258|60
10.1067|baseline|93.79099|10.662|0|0|False|1:1|132|132|40884258|60
10.11712|baseline|94.03448|10.6344|0|0|False|1:1|132|132|40884258|60
10.12819|baseline|91.88391|10.8833|0|0|False|1:1|132|132|40884258|60
10.13849|baseline|95.31522|10.4915|0|0|False|1:1|132|132|40884258|60
